"id","country","fact_number","fact"
"206","Afghanistan","6","This country is the world’s leading producer of opium, accounting for over 90% of the global supply."
"207","Afghanistan","7","This country is home to the Band-e Amir National Park, which features stunning blue lakes."
"208","Afghanistan","8","The capital city is located in a valley and has been inhabited for over 3,500 years."
"209","Afghanistan","9","This country is known for its carpets, with handwoven rugs being a significant part of its culture and economy."
"210","Afghanistan","10","This country has been a crossroads of civilizations for millennia, with influences from Persian, Greek, and Mongol empires."
"211","Armenia","1","This country has a unique alphabet created in 405 AD by Mesrop Mashtots, consisting of 36 letters."
"212","Armenia","2","This country has the world’s longest non-stop double track cable car, the Tatev Aerial Tramway, which is 5,752 meters long."
"213","Armenia","3","This country is known for its brandy, with a famous brand named after a biblical mountain."
"214","Armenia","4","Chess is a compulsory subject in schools, producing many grandmasters per capita."
"215","Armenia","5","Apricots, a national symbol, were first cultivated in this country."
"216","Armenia","6","This country was the first nation to adopt Christianity as a state religion in 301 AD."
"217","Armenia","7","This country is home to the world’s first Christian church, the Etchmiadzin Cathedral, built in the early 4th century."
"218","Armenia","8","The capital city is one of the world’s oldest continuously inhabited cities, with a history of over 2,900 years."
"219","Armenia","9","This country is located in the South Caucasus region, bordered by Turkey, Georgia, Azerbaijan, and Iran."
"220","Armenia","10","This country is renowned for its ancient monasteries and rich Christian heritage."
"221","Azerbaijan","1","This country has the world’s largest landlocked exclave, the Nakhchivan Autonomous Republic."
"222","Azerbaijan","2","This country has over 300 mud volcanoes, more than any other country in the world."
"223","Azerbaijan","3","This country was the first Muslim-majority country to have an opera and a professional theater."
"224","Azerbaijan","4","A fire temple, used by Zoroastrians, reflects this country’s historical association with fire worship."
"225","Azerbaijan","5","This country is known as the ""Land of Fire"" due to its natural gas vents."
"226","Azerbaijan","6","Its traditional carpets are a UNESCO Intangible Cultural Heritage."
"227","Azerbaijan","7","This country was the first secular democratic republic in the Muslim world, established in 1918."
"228","Azerbaijan","8","The capital city is built on an oil field and has been a major oil producer for over a century."
"229","Azerbaijan","9","This country has a diverse landscape, including the Caucasus Mountains and the Caspian Sea."
"230","Azerbaijan","10","This country is located at the crossroads of Eastern Europe and Western Asia, bordering Russia, Georgia, Armenia, Iran, and Turkmenistan."
"231","Bahrain","1","This country has the highest number of Formula 1 Grand Prix races held outside of Europe."
"232","Bahrain","2","This country is home to the Tree of Life, a 400-year-old tree that grows in the desert without any visible source of water."
"233","Bahrain","3","This country was once known as the ""Pearl of the Gulf"" due to its pearl diving industry."
"234","Bahrain","4","This country has the highest density of Formula 1 tracks per capita in the world."
"235","Bahrain","5","Its falconry tradition is a UNESCO Intangible Cultural Heritage."
"236","Bahrain","6","This country was the first Gulf country to discover oil, in 1932."
"237","Bahrain","7","The capital city is one of the oldest continuously inhabited cities in the world."
"238","Bahrain","8","This country is an island nation connected to another country by a 25km causeway."
"239","Bahrain","9","This country is the smallest country in the Middle East, covering only 760 square kilometers."
"240","Bahrain","10","This country is located in the Persian Gulf, between Qatar and Saudi Arabia."
"241","Bangladesh","1","This country has a rich tradition of folk music, with Baul music being particularly famous."
"242","Bangladesh","2","This country is one of the largest producers of jute, known as the ""Golden Fiber."""
"243","Bangladesh","3","This country has the world’s longest unbroken sea beach, stretching 120 kilometers."
"244","Bangladesh","4","This country is home to the largest mangrove forest in the world, a UNESCO World Heritage Site."
"245","Bangladesh","5","The national animal is an endangered tiger species."
"246","Bangladesh","6","This country was the first South Asian country to have a female head of state."
"247","Bangladesh","7","This country gained independence from another country in 1971 after a nine-month war."
"248","Bangladesh","8","The capital city is one of the most populous in the world, with over 20 million people."
"249","Bangladesh","9","This country is located in South Asia, bordered by India and Myanmar."
"250","Bangladesh","10","This country is the most densely populated in the world, with over 1,200 people per square kilometer."
"251","Bhutan","1","This country has a unique tradition where all citizens officially age one year on New Year’s Day."
"252","Bhutan","2","This country has no traffic lights; traffic is managed by policemen at major intersections."
"253","Bhutan","3","This country was the last in the world to introduce television and the internet, in 1999."
"254","Bhutan","4","The national sport is archery, deeply rooted in the country’s culture."
"255","Bhutan","5","This country is carbon-negative, absorbing more carbon dioxide than it emits."
"256","Bhutan","6","This country is home to a famous monastery built on a cliffside 900 meters above a valley."
"257","Bhutan","7","This country is one of the least populated, with fewer than 800,000 people."
"258","Bhutan","8","The capital city is the only one in the world without a single traffic light."
"259","Bhutan","9","This country is located in the Himalayas, bordered by China and India."
"260","Bhutan","10","This country measures success by Gross National Happiness instead of GDP."
"261","Brunei","1","This country has no income tax, and the government provides free education and healthcare."
"262","Brunei","2","This country has the second-highest Human Development Index in Southeast Asia."
"263","Brunei","3","This country is known for its oil and gas industry, accounting for over 90% of its GDP."
"264","Brunei","4","The official residence of its leader is the largest residential palace in the world, with 1,788 rooms."
"265","Brunei","5","Its leader is one of the richest people globally, with a vast car collection."
"266","Brunei","6","This country is a Malay Islamic monarchy, with the leader as both head of state and government."
"267","Brunei","7","The capital city is named after a former leader and is located on a river."
"268","Brunei","8","This country is one of the smallest, with a total area of 5,765 square kilometers."
"269","Brunei","9","This country is the only sovereign state entirely on the island of Borneo."
"270","Brunei","10","This country is located on the northern coast of Borneo, bordered by Malaysia."
"271","Cambodia","1","This country has no birthday celebrations; people celebrate a ""New Year"" birthday instead."
"272","Cambodia","2","This country has a tropical climate with distinct wet and dry seasons."
"273","Cambodia","3","The majority of its population practices Theravada Buddhism."
"274","Cambodia","4","This country was ruled by a regime from 1975 to 1979 that caused significant loss of life."
"275","Cambodia","5","Over 65% of its population is under 30, due to historical events in the 1970s."
"276","Cambodia","6","This country is home to the largest freshwater lake in Southeast Asia, which changes flow direction twice a year."
"277","Cambodia","7","The capital city is located at the confluence of two major rivers."
"278","Cambodia","8","This country is bordered by Thailand, Laos, and Vietnam, with a coastline along the Gulf of Thailand."
"279","Cambodia","9","This country has the largest religious monument in the world, a UNESCO World Heritage Site."
"280","Cambodia","10","This country is the only one with a building on its flag, depicting a famous temple."
"281","China","1","This country has the world’s largest high-speed rail network, with over 35,000 kilometers of track."
"282","China","2","This country has the highest number of UNESCO World Heritage Sites, with 55 as of 2021."
"283","China","3","This country is the world’s largest producer of rice, wheat, and vegetables."
"284","China","4","This country has the longest combined land border in the world, measuring 22,117 kilometers."
"285","China","5","This country was the first to invent paper, gunpowder, the compass, and printing."
"286","China","6","The longest wall in the world, stretching over 21,196 kilometers, is located in this country."
"287","China","7","This country is the only one with a giant panda as its national animal."
"288","China","8","The capital city hosted both the 2008 Summer and 2022 Winter Olympics."
"289","China","9","This country has the world’s largest population, with over 1.4 billion people."
"290","China","10","This country is home to the longest river in Asia, the third-longest in the world."
"291","India","1","This country has the highest number of vegetarians, with about 30% of its population vegetarian."
"292","India","2","This country has the largest postal network in the world, with over 150,000 post offices."
"293","India","3","This country is home to the world’s highest cricket stadium, located at 2,444 meters altitude."
"294","India","4","This country is the world’s largest producer of milk, with over 200 million tons annually."
"295","India","5","This country has the highest number of tigers in the world, with over 3,000 in the wild."
"296","India","6","This country is the birthplace of chess, known as ""Chaturanga"" in ancient times."
"297","India","7","This country has the world’s largest democracy, with over 900 million eligible voters."
"298","India","8","This country is bordered by seven countries, including Pakistan and China."
"299","India","9","This country is home to one of the Seven Wonders of the World, a mausoleum built by an emperor."
"300","India","10","This country is the second-most populous in the world, with over 1.4 billion people."
"301","Algeria","1","This country is the largest in Africa and the 10th largest in the world by land area."
"302","Algeria","2","It has the world’s largest gas reserves and is a major producer of oil."
"303","Algeria","3","The Sahara Desert covers more than four-fifths of its territory."
"304","Algeria","4","It has a unique tradition where visitors are traditionally greeted with dates and milk."
"305","Algeria","5","The official language is Arabic, but French is also widely spoken."
"306","Algeria","6","It gained independence from France in 1962 after a long and bloody war."
"307","Algeria","7","The capital city is Algiers, located on the Mediterranean coast."
"308","Algeria","8","It is home to the Tassili n'Ajjer National Park, a UNESCO World Heritage Site known for its rock art."
"309","Algeria","9","The country has a population of over 44 million people."
"310","Algeria","10","It is known for its beautiful coastline and diverse landscapes, from the Sahara to the Mediterranean."
"311","Angola","1","This country is the seventh-largest in Africa and has a coastline along the Atlantic Ocean."
"312","Angola","2","It has vast mineral and petroleum reserves, making it one of the fastest-growing economies in the world."
"313","Angola","3","The capital city, Luanda, is known for being one of the most expensive cities in the world."
"314","Angola","4","It was a Portuguese colony until 1975 and gained independence after a long struggle."
"315","Angola","5","It has a unique exclave province called Cabinda, which is separated from the main part of the country."
"316","Angola","6","It is home to the Kalandula Falls, the second-largest waterfall in Africa."
"317","Angola","7","The official language is Portuguese, but many indigenous languages are also spoken."
"318","Angola","8","It has a population of over 32 million people."
"319","Angola","9","The country is known for its beautiful beaches and diverse landscapes."
"320","Angola","10","It is rich in natural resources, including oil, diamonds, and coffee."
"321","Benin","1","This country was formerly known as Dahomey, a powerful kingdom in western Africa."
"322","Benin","2","It has a long history with the trans-Atlantic slave trade, with its southern coast known as the ""Slave Coast."""
"323","Benin","3","The country is named after the Bight of Benin, a body of water on which it lies."
"324","Benin","4","It is home to the ""Venice of Africa,"" a city called Ganvié, built on stilts over a lake."
"325","Benin","5","The official language is French, but many indigenous languages are also spoken."
"326","Benin","6","It gained independence from France in 1960."
"327","Benin","7","The capital city is Porto-Novo, but the largest city is Cotonou."
"328","Benin","8","It is known for its vibrant Voodoo culture, with an annual Voodoo Day holiday."
"329","Benin","9","The country has a population of over 12 million people."
"330","Benin","10","It is located in West Africa, bordered by Togo, Nigeria, Burkina Faso, and Niger."
"331","Botswana","1","This country is one of the world's largest producers of diamonds, earning about one billion dollars a year from diamond mining."
"332","Botswana","2","It has the largest elephant population in the world, with over 130,000 elephants."
"333","Botswana","3","The Kalahari Desert covers more than 70% of the country, making it mostly arid."
"334","Botswana","4","It is home to the Okavango Delta, one of the world's largest inland deltas and a UNESCO World Heritage Site."
"335","Botswana","5","The country gained independence from Britain in 1966 and was formerly known as Bechuanaland."
"336","Botswana","6","The official language is English, but Setswana is also widely spoken."
"337","Botswana","7","It has a stable political system and is considered one of Africa's most stable democracies."
"338","Botswana","8","The capital city is Gaborone, located in the southeast of the country."
"339","Botswana","9","The country has a population of over 2.3 million people."
"340","Botswana","10","It is known for its wildlife, with several national parks and game reserves, including Chobe National Park."
"341","Burkina Faso","1","This country was renamed in 1984 to mean ""Land of Incorruptible People."""
"342","Burkina Faso","2","It is one of the poorest countries, with a largely agrarian economy."
"343","Burkina Faso","3","It has significant gold reserves, a key export."
"344","Burkina Faso","4","Over 60% of its population is under 25, making it very youthful."
"345","Burkina Faso","5","Traditional music and dance, especially drumming, are central to its culture."
"346","Burkina Faso","6","French is the official language, but Mooré and Dioula are widely spoken."
"347","Burkina Faso","7","It gained independence from a European power in 1960."
"348","Burkina Faso","8","The capital is centrally located, a hub for culture and governance."
"349","Burkina Faso","9","It hosts a major African film festival biennially."
"350","Burkina Faso","10","This country is landlocked in West Africa, surrounded by six nations."
"351","Burundi","1","This country is one of the smallest and most densely populated in Africa, with a population of over 13 million people."
"352","Burundi","2","It has two capital cities, a rare feature globally."
"353","Burundi","3","It experienced a civil war from 1993 to 2005 due to ethnic tensions."
"354","Burundi","4","Coffee is a major export, vital to its economy."
"355","Burundi","5","Kirundi, French, and Swahili are official languages."
"356","Burundi","6","It gained independence from a European power in 1962."
"357","Burundi","7","It is home to one of the world’s oldest and deepest lakes."
"358","Burundi","8","The population is over 13 million, with a significant youth demographic."
"359","Burundi","9","The currency is the Burundian franc."
"360","Burundi","10","This country is landlocked in East Africa, with a rich cultural heritage."
"361","Cameroon","1","This country is often called ""Africa in miniature"" for its varied landscapes and cultures."
"362","Cameroon","2","It has over 200 ethnic groups and 279 languages, showcasing immense diversity."
"363","Cameroon","3","It is home to an active volcano, the highest peak in West Africa."
"364","Cameroon","4","A unique lake in this country released a deadly gas cloud in 1986."
"365","Cameroon","5","Its biodiversity includes coastal mangroves, savannas, and rainforests."
"366","Cameroon","6","English and French are official languages, reflecting colonial history."
"367","Cameroon","7","It gained independence in 1960 and 1961 from two European powers."
"368","Cameroon","8","The capital is Yaoundé, with Douala as the economic hub."
"369","Cameroon","9","It is a major producer of oil, coffee, and cocoa."
"370","Cameroon","10","This country has a population of over 26 million."
"371","Cape Verde","1","This country is an archipelago of 10 islands in the Atlantic Ocean."
"372","Cape Verde","2","It was uninhabited until colonized by a European power in the 15th century."
"373","Cape Verde","3","It has a Creole culture blending African, Portuguese, and Brazilian influences."
"374","Cape Verde","4","The music genre ""morna,"" similar to blues, is a cultural hallmark."
"375","Cape Verde","5","It has a dry, temperate climate with minimal rainfall."
"376","Cape Verde","6","Portuguese is the official language, but Cape Verdean Creole is widely spoken."
"377","Cape Verde","7","It gained independence in 1975."
"378","Cape Verde","8","The capital is on the largest island, a hub for tourism."
"379","Cape Verde","9","It is known for its beautiful beaches, especially on the island of Sal."
"380","Cape Verde","10","This country has a population of over 500,000."
"381","Central African Republic","1","This country is one of the poorest and most fragile in the world, with ongoing conflicts."
"382","Central African Republic","2","It has been settled for at least 8,000 years, with ancient tools discovered."
"383","Central African Republic","3","It has abundant resources like diamonds, gold, and uranium, yet widespread poverty."
"384","Central African Republic","4","French and Sango are the official languages."
"385","Central African Republic","5","It gained independence from a European power in 1960."
"386","Central African Republic","6","The capital is located on a major river, a key economic lifeline."
"387","Central African Republic","7","The population is over 5 million, with a diverse ethnic makeup."
"388","Central African Republic","8","It is known for its biodiversity, with several national parks."
"389","Central African Republic","9","It has faced significant humanitarian crises, with many displaced."
"390","Central African Republic","10","This country is landlocked in Central Africa, surrounded by six nations."
"391","Chad","1","This country is one of the least developed in the world, with significant poverty challenges."
"392","Chad","2","It has over 200 ethnic groups and more than 120 languages."
"393","Chad","3","A unique male beauty pageant, the ""Gerewol,"" is a cultural tradition."
"394","Chad","4","It is home to a lake that has shrunk dramatically due to climate change."
"395","Chad","5","French and Arabic are the official languages."
"396","Chad","6","It gained independence from a European power in 1960."
"397","Chad","7","The capital is located on a major river, a hub for trade."
"398","Chad","8","The population is over 16 million, with a young demographic."
"399","Chad","9","It is known for its wildlife, including elephants and lions."
"400","Chad","10","This country is landlocked in north-central Africa, with diverse landscapes."
"401","Comoros","1","This country is an archipelago in the Indian Ocean with three main islands."
"402","Comoros","2","It is known as the ""Perfume Isles"" for producing ylang-ylang, used in perfumes."
"403","Comoros","3","It has experienced over 20 coups since gaining independence in 1975."
"404","Comoros","4","Arabic, French, and Shikomoro are the official languages."
"405","Comoros","5","The population is predominantly Sunni Muslim."
"406","Comoros","6","It is one of Africa’s smallest countries, with around 850,000 people."
"407","Comoros","7","The capital is on the largest island, a cultural and political center."
"408","Comoros","8","It is known for its beautiful beaches and coral reefs."
"409","Comoros","9","It has a rich heritage blending Arab, African, and Malayo-Polynesian influences."
"410","Comoros","10","The currency is the Comorian franc."
"411","Antigua and Barbuda","1","This country has a mountain renamed in honor of a former U.S. president, called Mount Obama."
"412","Antigua and Barbuda","2","It is home to the rarest snake in the world, the Antiguan racer."
"413","Antigua and Barbuda","3","The nation has a limited water supply and a shortage of laborers due to higher wages in tourism and construction."
"414","Antigua and Barbuda","4","It consists of two main islands and several smaller ones, including an uninhabited volcanic rock."
"415","Antigua and Barbuda","5","It has been inhabited since at least 2400 BC, with early settlers including the Siboney and Arawak Indians."
"416","Antigua and Barbuda","6","English settlers colonized it in 1632, with French raids occurring in the 17th century."
"417","Antigua and Barbuda","7","Its economy is heavily dependent on tourism, with the islands known for their beautiful beaches."
"418","Antigua and Barbuda","8","It has a unique tradition where the national dish is ""fungi"" (pronounced ""foon-ji""), a cornmeal-based side dish."
"419","Antigua and Barbuda","9","The capital is located on the larger of the two main islands."
"420","Antigua and Barbuda","10","It is known for its pink-sand beaches, particularly on the smaller island."
"421","Argentina","1","This country has the widest avenue in the world, boasting 14 lanes."
"422","Argentina","2","It has the highest number of psychologists per capita globally."
"423","Argentina","3","It is home to the highest mountain in the Western Hemisphere, standing at 6,962 meters."
"424","Argentina","4","It has a unique national sport called pato, played on horseback with elements of basketball and polo."
"425","Argentina","5","It is the world’s leading producer of mate, a traditional South American infused drink."
"426","Argentina","6","It is known for its love of football, having produced some of the greatest players in history."
"427","Argentina","7","It is the birthplace of tango, a dance that originated in its capital’s working-class neighborhoods."
"428","Argentina","8","Its capital is one of the most cosmopolitan cities in South America, often compared to Paris or Rome."
"429","Argentina","9","It has a rich history of immigration, with millions arriving from Europe in the late 19th and early 20th centuries."
"430","Argentina","10","It is shaped like an inverted triangle, stretching from subtropical north to subantarctic south."
"431","Bahamas","1","This country has the world’s largest underwater sculpture park."
"432","Bahamas","2","It has a unique dialect called Bahamian Creole, blending English and African languages."
"433","Bahamas","3","It was a British colony until 1973 and gained independence that year."
"434","Bahamas","4","It comprises over 700 islands and cays, making it one of the most archipelago nations."
"435","Bahamas","5","It has a high rate of obesity, with over 60% of adults being overweight or obese."
"436","Bahamas","6","It is known for its beautiful beaches and clear waters, attracting millions of tourists annually."
"437","Bahamas","7","Its capital is located on New Providence Island."
"438","Bahamas","8","It has a significant straw market tradition, where locals sell handmade straw goods."
"439","Bahamas","9","It is located in the Atlantic Ocean, southeast of Florida, and is part of the Lucayan Archipelago."
"440","Bahamas","10","It is a popular destination for cruise ships, with many ports of call throughout its islands."
"441","Barbados","1","This country has a unique parliamentary system with both a Prime Minister and a President."
"442","Barbados","2","It was a British colony until 1966 and gained independence that year."
"443","Barbados","3","It has a high literacy rate, with over 99% of its population able to read and write."
"444","Barbados","4","It is home to a natural cave system with underground rivers and waterfalls."
"445","Barbados","5","It is known for its rum production, with one of the oldest distilleries in the world."
"446","Barbados","6","Its capital is also a UNESCO World Heritage Site."
"447","Barbados","7","It has a strong cultural influence from Africa and Britain, reflected in its music, dance, and cuisine."
"448","Barbados","8","It is famous for its cricket team, which has won international tournaments."
"449","Barbados","9","It is located in the Lesser Antilles, part of the Caribbean Sea."
"450","Barbados","10","It has a population of around 287,000, making it one of the smallest sovereign states in the Americas."
"451","Belize","1","This country is the only one in its region where English is the official language."
"452","Belize","2","It has the second-largest barrier reef in the world."
"453","Belize","3","It was formerly known as British Honduras and gained independence from the UK in 1981."
"454","Belize","4","It has a diverse population with Mayan, Mestizo, Creole, and Garifuna cultures."
"455","Belize","5","Its capital is not its largest city; the former capital was moved inland after a hurricane."
"456","Belize","6","It is known for its ecotourism, with many national parks and wildlife sanctuaries."
"457","Belize","7","It has a low population density, with vast areas of jungle and rainforest."
"458","Belize","8","It is located on the Caribbean coast of Central America, bordered by Mexico and Guatemala."
"459","Belize","9","It is home to an ancient Mayan archaeological site that was once a major city."
"460","Belize","10","It has a significant Mennonite community practicing traditional farming."
"461","Bolivia","1","This country is landlocked but has access to the sea through another country via an agreement."
"462","Bolivia","2","It has the world’s largest salt flat, covering over 10,000 square kilometers."
"463","Bolivia","3","It has a significant indigenous population, with over 60% being indigenous."
"464","Bolivia","4","It has two capitals: one constitutional and one administrative."
"465","Bolivia","5","It was once the world’s largest producer of tin."
"466","Bolivia","6","Its administrative capital is one of the highest in the world, at over 3,600 meters above sea level."
"467","Bolivia","7","It was part of the Inca Empire and later a Spanish colony until gaining independence in 1825."
"468","Bolivia","8","It has a diverse landscape, from the Andes Mountains to the Amazon Rainforest."
"469","Bolivia","9","It shares a lake with another country, which is the highest navigable lake in the world."
"470","Bolivia","10","It is home to a city that was once the largest and richest in the Americas due to its silver mines."
"471","Brazil","1","This country has the largest Catholic population in the world."
"472","Brazil","2","It is the only country in its continent where Portuguese is the official language."
"473","Brazil","3","It has the largest Japanese community outside of Japan."
"474","Brazil","4","It is home to the largest rainforest in the world, covering about 60% of its territory."
"475","Brazil","5","It is known for its carnival celebrations, especially in its second-largest city."
"476","Brazil","6","Its capital was built from scratch in the 1950s and is a UNESCO World Heritage Site."
